id,word,start_char,type,chain_id
212	есть	1242	None	None
213	?	1246	None	None
214	-	1248	None	None
215	ледяным	1250	None	None
216	голосом	1258	coref	2125
217	,	1265	None	None
218	от	1267	None	None
219	которого	1270	coref	2125
220	спина	1279	None	None
221	комсомолки	1285	coref	2123
222	покрылась	1296	None	None
223	инеем	1306	None	None
224	,	1311	None	None
225	поинтересовалась	1313	None	None
226	дама	1330	None	None
227	.	1334	None	None
228	Света	1336	coref	2123
229	обомлела	1342	None	None
230	.	1350	None	None
231	-	1352	None	None
232	Нет	1354	None	None
233	,	1357	None	None
234	-	1359	None	None
235	испуганно	1361	None	None
236	прошептала	1371	None	None
237	она	1382	coref	2123
238	,	1385	None	None
239	прижимая	1387	None	None
240	к	1396	None	None
241	себе	1398	coref	2123
242	свою	1403	coref	2123
243	дешевую	1408	None	None
244	сумочку	1416	coref	2126
245	,	1423	None	None
246	в	1425	None	None
247	которой	1427	coref	2126
248	находился	1435	None	None
249	ее	1445	coref	2123
250	документ	1448	None	None
251	и	1457	None	None
252	ее	1459	coref	2123
253	гордость	1462	None	None
254	-	1471	None	None
255	алый	1473	None	None
256	комсомольский	1478	None	None
257	билет	1492	coref	2127
258	со	1498	None	None
259	вкладышем	1501	None	None
260	,	1510	None	None
261	посмотрев	1512	None	None
262	который	1522	coref	2127
263	,	1529	None	None
264	любой	1531	None	None
265	бы	1537	None	None
266	партийный	1540	None	None
267	дяденька	1550	None	None
268	погладил	1559	None	None
269	Свету	1568	coref	2123
270	по	1574	None	None
271	голове	1577	None	None
272	и	1584	None	None
273	сказал	1586	None	None
274	,	1592	None	None
275	что	1594	None	None
276	она	1598	coref	2123
277	хорошая	1602	None	None
278	девочка	1610	coref	2123
279	,	1617	None	None
280	потому	1619	None	None
281	что	1626	None	None
282	аккуратно	1630	None	None
283	платит	1640	None	None
284	комсомольские	1647	None	None
285	взносы	1661	None	None
286	.	1667	None	None
287	-	1669	None	None
288	Тогда	1671	None	None
289	будьте	1677	None	None
290	любезны	1684	None	None
291	,	1691	None	None
292	выйдите	1693	None	None
293	!	1700	None	None
294	-	1702	None	None
295	презрительно	1704	None	None
296	изгибая	1717	None	None
297	тонкие	1725	None	None
298	почти	1732	None	None
299	черные	1738	None	None
300	губы	1745	None	None
301	,	1749	None	None
302	приказала	1751	None	None
303	дама	1761	None	None
304	и	1766	None	None
305	грудью	1768	None	None
306	отодвинула	1775	None	None
307	ошеломленную	1786	None	None
308	Свету	1799	coref	2123
309	к	1805	None	None
310	выходу	1807	None	None
311	.	1813	None	None
312	Солнце	1815	None	None
313	радостно	1822	None	None
314	освещало	1831	None	None
315	улицы	1840	None	None
316	советского	1846	None	None
317	города	1857	None	None
318	,	1863	None	None
319	по	1865	None	None
320	одной	1868	None	None
321	из	1874	None	None
322	этих	1877	None	None
323	улиц	1882	None	None
324	грустно	1887	None	None
325	брела	1895	None	None
326	комсомолка	1901	None	None
327	Света	1912	coref	2123
328	.	1917	None	None
329	К	1919	None	None
330	сожалению	1921	None	None
331	,	1930	None	None
332	ее	1932	coref	2123
333	горячее	1935	None	None
334	комсомольское	1943	None	None
335	сердце	1957	None	None
336	и	1964	None	None
337	интеллигентное	1966	None	None
338	воспитание	1981	None	None
339	не	1992	None	None
340	позволили	1995	None	None
341	ей	2005	coref	2123
342	достойно	2008	None	None
343	ответить	2017	None	None
344	той	2026	None	None
345	нехорошей	2030	None	None
346	,	2039	None	None
347	гадкой	2041	None	None
348	даме	2048	None	None
349	из	2053	None	None
350	магазина	2056	None	None
351			2065	None	None
352	Березка	2066	None	None
353			2073	None	None
354	.	2074	None	None
355	Наверняка	2076	None	None
356	эта	2086	None	None
357	дама	2090	None	None
358	даже	2095	None	None
359	не	2100	None	None
360	знает	2103	None	None
361	задач	2109	None	None
362	текущей	2115	None	None
363	пятилетки	2123	None	None
364	и	2133	None	None
365	на	2135	None	None
366	сколько	2138	None	None
367	процентов	2146	None	None
368	перевыполнила	2156	None	None
369	план	2170	None	None
370	сталелитейная	2175	None	None
371	промышленность	2189	None	None
372	Страны	2204	None	None
373	Советов	2211	None	None
374	в	2219	None	None
375	прошлом	2221	None	None
376	месяце	2229	None	None
377	...	2235	None	None
378			2239	None	None
379	Вот	2240	None	None
380	дура	2244	None	None
381	-	2248	None	None
382	то	2249	None	None
383	!	2251	None	None
384			2252	None	None
385	-	2254	None	None
386	подумала	2256	None	None
387	про	2265	None	None
388	даму	2269	None	None
389	с	2274	None	None
390	бриллиантовой	2276	None	None
391	брошью	2290	None	None
392	комсомолка	2297	None	None
393	Света	2308	coref	2123
394	,	2313	None	None
395	отомщено	2315	None	None
396	улыбнулась	2324	None	None
397	и	2335	None	None
398	,	2336	None	None
399	расправив	2338	None	None
400	свои	2348	coref	2123
401	советские	2353	None	None
402	плечи	2363	None	None
403	,	2368	None	None
404	уверенно	2370	None	None
405	пошла	2379	None	None
406	вперед	2385	None	None
407	.	2391	None	None
408	К	2393	None	None
409	коммунизму	2395	None	None
410	.	2405	None	None
