id,word,start_char,type,chain_id
441	с	2393	None	None
442	детских	2395	None	None
443	пухлых	2403	None	None
444	губ	2410	coref	2165
445	не	2414	None	None
446	слетало	2417	None	None
447	больше	2425	None	None
448	легкое	2432	None	None
449	дыхание	2439	None	None
450	.	2446	None	None
451	И	2448	None	None
452	улыбка	2450	None	None
453	исчезла	2457	None	None
454	с	2465	None	None
455	них	2467	coref	2165
456	навсегда	2471	None	None
457	.	2479	None	None
458	Ее	2481	coref	2161
459	изысканные	2484	None	None
460	убийцы	2495	None	None
461	в	2502	None	None
462	молчаливом	2504	None	None
463	великолепии	2515	None	None
464	окружали	2527	None	None
465	постель	2536	None	None
466	,	2543	None	None
467	склоняя	2545	None	None
468	к	2553	None	None
469	ней	2555	coref	2161
470	свои	2559	None	None
471	нежные	2564	None	None
472	лепестки	2571	None	None
473	и	2580	None	None
474	источая	2582	None	None
475	нестерпимый	2590	None	None
476	смертельный	2602	None	None
477	аромат	2614	None	None
478	.	2620	None	None
479			2623	None	None
480	Лежи	2623	None	None
481	в	2628	None	None
482	цветах	2630	None	None
483	-	2637	None	None
484	сама	2639	None	None
485	как	2644	None	None
486	сад	2648	None	None
487	в	2652	None	None
488	цвету	2654	None	None
489	,	2659	None	None
490	Твоя	2661	None	None
491	постель	2666	None	None
492	из	2674	None	None
493	пепла	2677	None	None
494	и	2683	None	None
495	гранита	2685	None	None
496	.	2692	None	None
497	Я	2694	None	None
498	руки	2696	None	None
499	над	2701	None	None
500	тобой	2705	None	None
501	переплету	2711	None	None
502	И	2721	None	None
503	окроплю	2723	None	None
504	слезами	2731	None	None
505	эти	2739	None	None
506	плиты	2743	None	None
507	.	2748	None	None
508	А	2750	None	None
509	завтра	2752	None	None
510	снова	2759	None	None
511	принесу	2765	None	None
512	цветов	2773	coref	2167
513	И	2780	None	None
514	забросаю	2782	None	None
515	ими	2791	coref	2167
516	твой	2795	None	None
517	покров	2800	None	None
518	.	2806	None	None
519			2807	None	None
